22/02/2008 13:25:14
108,8000000000	0,0006876035	0,0004470328	1200,0000000000
107,8000000000	0,0006857770	0,0004532634	1200,0000000000
106,6000000000	0,0006791892	0,0004436396	1188,0000000000
105,5000000000	0,0006799810	0,0004353523	1176,0000000000
104,3000000000	0,0006911507	0,0004380070	1164,0000000000
103,1000000000	0,0006995017	0,0004345015	1152,0000000000
101,9000000000	0,0006955532	0,0004287525	1140,0000000000
100,7000000000	0,0006866850	0,0004375676	1128,0000000000
99,5000000000	0,0006906546	0,0004409889	1116,0000000000
98,3000000000	0,0006910452	0,0004411514	1104,0000000000
97,2000000000	0,0006854709	0,0004440048	1092,0000000000
95,9000000000	0,0006772889	0,0004356392	1080,0000000000
94,7000000000	0,0006815541	0,0004224678	1068,0000000000
93,5000000000	0,0006886064	0,0004291980	1056,0000000000
92,3000000000	0,0006917736	0,0004405695	1044,0000000000
91,1000000000	0,0006895566	0,0004412176	1032,0000000000
89,9000000000	0,0006838450	0,0004340560	1020,0000000000
88,7000000000	0,0006828949	0,0004340761	1008,0000000000
87,5000000000	0,0006889231	0,0004346198	996,0000000000
86,3000000000	0,0006884586	0,0004335222	984,0000000000
85,1000000000	0,0006797593	0,0004376559	972,0000000000
83,9000000000	0,0006810473	0,0004423754	960,0000000000
82,6000000000	0,0006819025	0,0004408865	948,0000000000
81,4000000000	0,0006783235	0,0004331530	936,0000000000
80,2000000000	0,0006709122	0,0004297779	924,0000000000
79,1000000000	0,0006787458	0,0004354947	912,0000000000
77,8000000000	0,0006910346	0,0004312527	900,0000000000
76,6000000000	0,0006923860	0,0004274221	888,0000000000
75,4000000000	0,0006855342	0,0004211514	876,0000000000
74,2000000000	0,0006822086	0,0004187013	864,0000000000
73,0000000000	0,0006895777	0,0004243520	852,0000000000
71,8000000000	0,0006914358	0,0004266937	840,0000000000
70,5000000000	0,0006873818	0,0004313149	828,0000000000
69,4000000000	0,0006817652	0,0004382940	816,0000000000
68,2000000000	0,0006809312	0,0004355369	804,0000000000
66,9000000000	0,0006817758	0,0004289150	792,0000000000
65,7000000000	0,0006887225	0,0004387856	780,0000000000
64,5000000000	0,0006951520	0,0004268482	768,0000000000
63,3000000000	0,0006905912	0,0004181977	756,0000000000
62,1000000000	0,0006863999	0,0004250864	744,0000000000
60,9000000000	0,0006791048	0,0004325711	732,0000000000
59,7000000000	0,0006802238	0,0004357556	720,0000000000
58,5000000000	0,0006826626	0,0004404611	708,0000000000
57,2000000000	0,0006817124	0,0004495310	696,0000000000
56,0000000000	0,0006819025	0,0004424878	684,0000000000
54,7000000000	0,0006746601	0,0004252489	672,0000000000
53,5000000000	0,0006790414	0,0004246209	660,0000000000
52,3000000000	0,0006916786	0,0004277171	648,0000000000
51,0000000000	0,0006868961	0,0004276007	636,0000000000
49,8000000000	0,0006878146	0,0004347262	624,0000000000
48,5000000000	0,0006874979	0,0004384344	612,0000000000
47,4000000000	0,0006820819	0,0004271472	600,0000000000
46,1000000000	0,0006816385	0,0004272154	588,0000000000
44,9000000000	0,0006831271	0,0004274843	576,0000000000
43,6000000000	0,0006840034	0,0004252309	564,0000000000
42,4000000000	0,0006801605	0,0004313089	552,0000000000
41,1000000000	0,0006780385	0,0004284896	540,0000000000
39,8000000000	0,0006909607	0,0004251145	528,0000000000
38,7000000000	0,0006963767	0,0004258228	516,0000000000
37,4000000000	0,0006943919	0,0004292903	504,0000000000
36,2000000000	0,0006819025	0,0004344413	492,0000000000
34,9000000000	0,0006774261	0,0004245045	480,0000000000
33,7000000000	0,0006735621	0,0004325550	468,0000000000
32,4000000000	0,0006709967	0,0004308715	456,0000000000
31,2000000000	0,0006819025	0,0004222751	444,0000000000
29,9000000000	0,0006830743	0,0004199113	432,0000000000
28,8000000000	0,0006738683	0,0004224637	420,0000000000
27,5000000000	0,0006765076	0,0004168713	408,0000000000
26,2000000000	0,0006867272	0,0004191889	396,0000000000
25,0000000000	0,0006908235	0,0004190023	384,0000000000
23,7000000000	0,0006820714	0,0004256703	372,0000000000
22,6000000000	0,0006770144	0,0004368091	360,0000000000
21,2000000000	0,0006728337	0,0004194960	348,0000000000
20,1000000000	0,0006708805	0,0004080903	336,0000000000
18,8000000000	0,0006659186	0,0004166004	324,0000000000
17,6000000000	0,0006674494	0,0004191047	312,0000000000
16,3000000000	0,0006816913	0,0004210812	300,0000000000
15,1000000000	0,0006796854	0,0004295210	288,0000000000
